dataset, annotation, gse, species, entity, technology, type, samples, duplicates, disease, child node, parent node,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007825.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007825_Annot.csv, SRP007825, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,66, NA, psoriasis, integumentary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009266.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009266_Annot.csv, SRP009266, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,42, NA, rna-seq from encode, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009316.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009316_Annot.csv, SRP009316, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, burkitt lymphoma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009408.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009408_Annot.csv, SRP009408, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,62, NA, lung cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009862.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP009862_Annot.csv, SRP009862, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,71, NA, rna-seq from encode, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010038.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010038_Annot.csv, SRP010038, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, pterygium, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010129.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010129_Annot.csv, SRP010129, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, skin cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010181.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP010181_Annot.csv, SRP010181, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,514, NA, colorectal cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP011546.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP011546_Annot.csv, SRP011546, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,123, NA, pluripotency-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP012461.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP012461_Annot.csv, SRP012461, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,384, NA, tissue regeneration, musculoskeletal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP012557.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP012557_Annot.csv, SRP012557, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,42, NA, rna-seq from encode, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014320.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014320_Annot.csv, SRP014320, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,104, NA, rna-seq from encode, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014428.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014428_Annot.csv, SRP014428, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,88, NA, circulating tumor cells-sc, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014574.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014574_Annot.csv, SRP014574, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,53, NA, gastric cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014830.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP014830_Annot.csv, SRP014830, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,59, NA, breast cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015640.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015640_Annot.csv, SRP015640, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,68, NA, rna degradation, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015670.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015670_Annot.csv, SRP015670, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, viral infectious disease, musculoskeletal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015789.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP015789_Annot.csv, SRP015789, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,120, NA, placental tissue, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP017262.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP017262_Annot.csv, SRP017262, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,42, NA, acute myeloid leukemia, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP017575.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP017575_Annot.csv, SRP017575, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,52, NA, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018008.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018008_Annot.csv, SRP018008, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,93, NA, bladder cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018838.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018838_Annot.csv, SRP018838, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,62, NA, single cell rna-seq, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018853.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP018853_Annot.csv, SRP018853, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,78, NA, type 1 diabetes mellitus, acquired metabolic disease, disease of metabolism,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP019272.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP019272_Annot.csv, SRP019272, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,361, NA, metabolic syndrome, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP019994.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP019994_Annot.csv, SRP019994, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,99, NA, leiomyosarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP020491.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP020491_Annot.csv, SRP020491, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,54, NA, viral infectious disease, viral infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP020492.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP020492_Annot.csv, SRP020492, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,53, NA, viral infectious disease, viral infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP021193.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP021193_Annot.csv, SRP021193, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,80, NA, cardiomyopathy, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP021509.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP021509_Annot.csv, SRP021509, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,43, NA, diffuse large b cell lymphoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP022043.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP022043_Annot.csv, SRP022043, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,70, NA, alzheimer's disease, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP023262.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP023262_Annot.csv, SRP023262, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,80, NA, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP024274.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP024274_Annot.csv, SRP024274, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,52, NA, chronic obstructive pulmonary disease, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP025982.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP025982_Annot.csv, SRP025982, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,1712, NA, , cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026042.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026042_Annot.csv, SRP026042, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,84, NA, psoriasis, integumentary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026126.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026126_Annot.csv, SRP026126, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,418, NA, , benign neoplasm, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026537.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026537_Annot.csv, SRP026537, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,64, NA, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027358.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027358_Annot.csv, SRP027358, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,135, NA, hematopoietic stem cells, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027383.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027383_Annot.csv, SRP027383, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,270, NA, glioma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027589.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027589_Annot.csv, SRP027589, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,42, NA, breast cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028155.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028155_Annot.csv, SRP028155, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,72, NA, small interfering rna, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028170.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028170_Annot.csv, SRP028170, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,48, NA, transcription elongation, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028291.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028291_Annot.csv, SRP028291, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,77, NA, adrenal carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028301.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028301_Annot.csv, SRP028301, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,62, NA, single cell rna-seq, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028336.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028336_Annot.csv, SRP028336, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,60, NA, brain tissue, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028594.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028594_Annot.csv, SRP028594, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,54, NA, acute myeloid leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029262.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029262_Annot.csv, SRP029262, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,88, NA, glucose metabolism, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029341.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029341_Annot.csv, SRP029341, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,154, NA, targeted locus, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029880.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029880_Annot.csv, SRP029880, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,54, NA, colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP030617.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP030617_Annot.csv, SRP030617, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,112, NA, sequencing quality control-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP032775.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP032775_Annot.csv, SRP032775, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,231, NA, malaria, parasitic infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033135.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033135_Annot.csv, SRP033135, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,383, NA, cell differentiation-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033248.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033248_Annot.csv, SRP033248, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,68, NA, oral squamous cell carcinoma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033266.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033266_Annot.csv, SRP033266, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,144, NA, acute myeloid leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033393.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033393_Annot.csv, SRP033393, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,73, NA, lymphoblastoid cell lines, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033566.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033566_Annot.csv, SRP033566, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,185, NA, cardiomyopathy, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033725.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033725_Annot.csv, SRP033725, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,61, NA, bipolar disorder, cognitive disorder, disease of mental health,
